02035;Majelis Tabligh PD Muhammadiyah Jakarta Timur;Jl. Kayu Manis Barat No 22 Matraman Jakarta Timur;0;0
02036;Pimpinan Cabang Muhammadiyah Mustika Jaya - Kota Bekasi;Perumahan Graha harapan Blok E14 no 5 Bekasi;71091994;0
02037;Pimpinan Daerah Muhammadiyah Jakarta Timur;Jl. Kayu Manis Barat No 22 Matraman Jakarta;98130627;85913702
02038;Pimpinan Daerah Muhammadiyah Jakarta Pusat;Jl. Garuda No. 33 Kemayoran  Jakarta;36050724;0
02039;Lembaga Pembina Dan Pengawas Keuangan PP Muhammadiyah;Jl. KHA Dahlan 103 Yogyakarta;0274 375025;0274 375025
0204;SMK Attaqwa 05 Bekasi;Jl. KH Noer Alie Kebalen Bekasi;8920443;085782536185
02040;PP Pemuda Muhammadiyah ;Jl. Menteng Raya No. 62 Jakarta;3149016;3149016
02041;Pimpinan Pusat Aisyiyah;Jl. Menteng Raya No. 62 Jakarta;3918318;7260492
02042;Lembaga Pengembangan Cabang & Ranting PP Muhammadiyah;Jl. K.H. Ahmad Dahlan No. 103 Yogyakarta;0274 375025;0274 381031
02043;Lembaga Pengembangan Cabang dan Ranting PDM Kab. Banyumas;Jl. dr. Angka No. 1 Purwokerto;0281 642927;0281 634486
02044;Panitia Milad Akbar Muhammadiyah;Jl. Menteng Raya 62 Jakarta Pusat;3903021;3903024
02045;Lembaga Pengembangan Cabang & Ranting PDM Kota Depok;Jl. KH. M. Usman No 176 Kukusan Beji Depok;77201299;7773523
02046;Pimpinan daerah Muhammadiyah Jakarta Utara;Jl. Tipar Cakung No 5 Sukapura Jakarta Utara;4400778;0
02047;PW Ikatan Pelajar Muhammadiyah DKI Jakarta;Jl. Kramat raya 49 Jakarta Pusat;3912519;0
02048;Pimpinan Cabang IPM Rawamangun Pulogadung;Jl. Persahabatan Raya No. 1 Cipinang Jakarta Timur;4712566;4712566
02049;DPD Ikatan Mahasiswa Muhammadiyah DKI Jakarta;Jl. Kramat Raya 49  Jakarta Pusat ;085695428932;0
0205;DPD PPNI Kota Administrasi Jakarta Utara;Jl. Walang Timur No. 23 Jakarta Utara;0;0
02050;Majelis Tarjih dan Tajdid PWM DKI Jakarta;Jl. Kramat Raya No 49 Jakarta;3912519;3909824
02051;Pimpinan Cabang IPM Matraman;Jl. KH Ahmad Dahlan No 20 Jakarta;8567868;8581265
02052;Pimpinan daerah Muhammadiyah Kota Depok;Jln. KH. M. Usman No. 176 Kukusan Beji Kota Depok;77201299;7773523
02053;Pimpinan Wilayah Muhammadiyah Provinsi Jambi;Jl. Kapten Pattimura Simpang Empat Sipin Jambi;0741 60825;0741 60825
02054;MPKU PCM Kaliwungu Daerah Kendal Jawa Tengah;Jl. Sekopek 15 Kaliwungu ;0294 382148;0294 3686900
02055;Pimpinan Daerah Muhammadiyah Kabupaten Pati;Jl. Dr. Susanto No 27 Pati;0295 381666;0295 381666
02056;Pimpinan Cabang Muhammadiyah Kramatjati Jakarta Timur;Jl. Dewi Sartika No. 316 A RT. 008/04 Cawang Kramatjati  Jakarta Timur;8002708;80873756
02057;Majelis Tarjih Dan Tajdid PDM Kota Depok;Jl. KH. M. Usman No. 176  Kukusan Beji Kota Depok ;77201299;0
02058;Pimpinan Wilayah Muhammadiyah Sumatera Utara;Jl. Sisingamangaraja No. 136 Medan;061 7363242;061 7633242
02059;Pimpinan Cabang Muhammadiyah Duren Sawit I ;Jl. Delima II Blok C Perumnas Klender Malaka Sari Jakarta Timur;86613616;8623414
0206;PP Perhimpunan Dokter Umum Indonesia;Jakarta;0;0
02060;Majelis Pustaka Dan Informasi PWM DKI Jakarta;Jl. Kramat raya No. 49 Jakarta;3912519;3909824
02061;MPKU RSU Muhammadiyah Metro;Jl. Soekarno Hatta No. 42 Mulyojati 16 B Metro Barat Kota Metro;0725 7850378;0725 47760
02062;Majelis Dikdasmen & Iptek PCM Pancoranmas;Jl. Perikanan No. 10 Depok jaya Pancoranmas Kota Depok;7757612;7752926
02063;Pimpinan Cabang IMM Jakarta Pusat;Jl. Kramat Raya No. 49 Jakarta Pusat;3144051;0
02064;Pimpinan Cabang IMM Ciputat;Jl. Ibnu Sina II No.36 Pisangan , Ciputat Tangerang Selatan - Banten 15419;0877 71433453;0877 71433453
02065;IMM Cabang Ciputat;Jl. Limau No 55 Pisangan Ciputat Tangerang Banten;08571420603;0
02066;Majelis Pendidikan Kader PWM DKI Jakarta;Jl. Kramat Raya No. 49 Jakarta Pusat;3912519;3909824
02067;Pimpinan Ranting Muhammadiyah Jatirahayu, Pondok Melati Bekasi;Patria Jaya Jl. Bayu 49 Rt 009/014 Jatirahayu Bekasi;8468153;8469343
02068;Majelis Pendidikan Kader PWM Kalimantan Barat;Jl. Jend. Ahmad Yani Gg. Sepakat 2 No 3 Pontianak;0561 743961;0561 744577
02069;IMM Cabang Cirendeu;Jl. KH Ahmad Dahlan Cirendeu Tangerang Selatan;089692425867;0
0207;Ade Risman;RT 002/02 Rawa Teratai Cakung Jakarta Timur;081394917430;0
02070;Lembaga Zakat Infaq Dan Shadaqah PW Muhammadiyah DKI Jakarta;Jl. Kramat Raya No. 49 Jakarta;3912519;3909824
02071;Majelis Pelayanan Sosial PDM Kota Tangerang Selatan;Jl. Suryakencana No. 29 Pamulang Barat Tangerang Selatan;7499283;7405324
02072;Pimpinan Wilayah 'Aisyiyah Jawa Timur ;Jl. Kertomenanggai IV/1 Surabaya ;0231 8476481;0231 8476481
02073;Pimpinan Ranting Muhammadiyah JatiCempaka Pondokgede Bekasi;Jl. Tugu No. 18 Jaticempaka Pondok Gede Jakarta;8480271;0
02074;Lembaga Penanggulangan Bencana PWM Jawa Timur;Jl. Kertomenanggal IN/1 Surabaya;031 8437191;031 8420848
02075;Pimpinan Komisariat Ushuluddin  - IMM;Jl. Limun No. 55 Pisangan Ciputat Tangerang ;087888794870;0
02076;Pimpinan Ranting Aisyiyah Jatiwaringin Pondok Gede Bekasi;Jl. Pondok Kencana 1/12 Rt 03 Rw 09 Perumahan Roda Kencana Jatiwaringin Pondok Gede;8462263;8462263
02077;Pimpinan Daerah Nasyiatul Aisyiyah Jakarta Pusat;Jl. Kramat Raya No. 49 Jakarta Pusat;3913224;0
02078;Pimpinan Cabang Muhammadiyah Kebayoran Lama Jakarta Selatan;Jl. Panjang Cipulir Kebayoran Lama, Jakarta Selatan;72799111;7260628
02079;Majelis Dikdasmen Kota Tasikmalaya;Tasikmalaya;0;0
0208;Himpunan Tunanetra Alumni Cawang (HITACA);Jl. Bekasi Timur Gg. I No. 16 Rt 003/03 Rawabunga Jatinegara Jakarta Timur;21281541;081381122733
02080;Majelis Kesejahteraan Sosial  PP Aisyiyah ;Jl. Gandaria I/1 Kebayoran Baru Jakarta Selatan;7260492;0
02081;Majelis Tabligh Dan Majelis PKU PP Muhammadiyah;RS PKU Muhammadiyah Yogyakarta;0274 512653;0274 566129
02082;Majelis Pendidikan Tinggi Muhammadiyah UHAMKA;Jl. Limau II, Kebayoran Baru Jakarta;7208177;7261226
02083;Islamic Center Al-Madani Muhammadiyah Kayu Putih;Jl. Pondasi No. 23 Kayu Putih Jakarta Timur;47864366;0
02084;IMM STIE Ahmad Dahlan Jakarta ;Jl. Ciputat Raya No. 77 Ciputat Jakarta Selatan;7430930;7491100
02085;Team Penyantun Bina Amaliyah;Jl. Cempaka Putih Tengah I No. 1 Jakarta;40801567;420668
02086;CV. Falitechno Mandiri;Bellezza Office Tower 7 Floor. Jl. Letjen Soepono No. 34 Arteri Permata Hijau Jakarta Selatan;021 83425099;021 5847219
02087;Majelis Diddasmen PP Aisyiyah;Jl. Gandaria I No. 1 Kebayoran Baru Jakarta;7260492;7260492
02088;Pimpinan Cabang Muhammadiyah Kec. ParungPanjang Bogor;Jl. Raya Kabasiran Rt 003 RW.01 Parungpanjang;0;0
02089;Pimpinan Cabang Aisyiyah Lubuk Begalung;Kompleks Masjid Raya Muhammadiyah Tanjung Saba;0751-71887;0
0209;PT. NOBEL Audiology Center;Jl. Terusan Kelapa Hibrida, Jakarta Utara;021-29061645;021-29061645
02099;DPD HIPPI Provinsi DKI Jakarta;Komplek PIK Blok D/6 Jl. Penggilingan Raya, Cakung Jakarta Timur;4600162;46823270
021;Panitia Pembangunan Mushola ASY SYANUSIAH;Kp. Curug Rt.002/04 Desa Teagalongok , Pandeglang - Banten;081319964605;087781147609
0210;PT. Ilyas Hayuma Sakti;Jl. Raya H. Ilyas Ceger Cikunir RT 02/12 No. 8 gg. Maca Bekasi Selatan;081285740587;082124662173
02100;Inyong Indonesia Tour & Travel;Jl. Perintis I No 23 RT 03/03 Kalimulya, Cilodong Depok 16413;0811103254;0
02101;Sekolah Pasca Sarjana Universitas Sahid Jakarta;Jl. Sudirman No. 86 Jakarta 10220;29022721;29022744
0211;PW NTT-Forum Solidaritas Muslim Dhuafa dan Muallaf;Lingkungan Saraboro RT 03/01, Kel. Rukun Lima. Kab. Ende NTT;081236415413;0
0212;Perfect Health;Graha Cempaka Mas Jl. Letjend Suprapto Jakarta;4223394;4223095
0213;PT. Pharma Health Care;Jl. Jend Sudirman Kav 52-53 (Senopati Raya 8 B) Jakarta 12190;29333031;29333931
0214;PT. Imani Prima;Grha STR 2nd Floor Jl. Ampera Raya No. 11 Jakarta 12550;7810428;7810450
0215;PT. Indoglobal Solusi Pratama;Jl. Tegal Parang Utara III No. 33 Jakarta Selatan;7991109;79188443
0216;Fak. Ekonomi Dan Bisnis UHAMKA;Jl. Raya Bogor Km 23 No. 99 Flyover Pasar Rebo Jakarta Timur 13750;082817055264;8779677
0217;PT. Tunas Artha Gardatama (T.A.G);RDW Center Jl. Lenteng Agung Raya No. 7 Jagakarsa Jakarta Selatan 12610;29310938;29310940
0218;Masjid Jami Al Huda;Jl. Prof. Dr. Latumenten II No. 25 Jakarta;56968744;0
0219;Lintasarta;Jakarta;0;0
022;Mabes POLRI Pusat Kedokteran dan Kesehatan;Jl. Trunojoyo 3 Kebayoran Baru Jakarta 12110;0000;0000
0220;Ikatan Karyawan RS Muhammadiyah ;Jl. Cempaka Putih Tengah I/1 Jakarta;0;0
0221;DayCare Indonesia Ceria & Learning Centre;Jl. Rawasari Barat Blok E Nomor 271 B Jakarta;082336252625;indonesia.ceria@yahoo.com
0222;Kementrian Sosial RI;Jl. Salemba Raya No. 28 Jakarta Pusat;3103591;0
0223;RSUD Sayang Cianjur;Jl. Rumah Sakit No. 1 Cianjur;0263 264277;0
0224;PT Wijaya Karya Bangunan Gedung;Menara MTH Jl. MT Haryono Kav. 23 Jakarta 12820;83782471;83782470
0225;Fakultas Psikologi Univ. Bhayangkara Jakarta Raya;Jl. Perjuangan Raya Bekasi Utara;88955882;0
0226;Kedai Kayumanis;Jl. Kayu Manis VIIINo. 38 Jakarta;21281234;0
0227;The Taipei Economic and Trade Office (TETO);Jakarta;0;0
0228;Masjid Jami Al-Nizham;Jl. Rawasari Timur, Komplek Perkantoran Rawasari No 04 Cempaka Putih Jakarta Pusat;42875687;4226083
0229;PT. Infocipta Polanusa;Jl. Rambai III No. 3 Kebayoran Baru, Jakarta 12130;72787151;72787152
0230;Wakil Gubernur Provinsi DKI Jakarta;Jakarta;3822257;081398333800
0231;Dokter Internsip;Jakarta;0;0
0232;PT. Duta Pertiwi, Tbk;Graha Cempaka Mas Blok C1 Lt. 5, Jl. Letjend Suprapto Kav. 3 Jakarta Pusat;4211037;4265802
0233;STEI TAZKIA;Jl. Ir. H. Juanda No. 78 Sentul City Bogor 16810;87962291;87962294
0234;RS Gigi dan Mulut YARSI;Jl. Let.Jend Suprapto Kav. 13 Cempaka Putih Jakarta Pusat 10510;29287264;29287262
02347;Fakultas Kesehatan Masyarakat UMJ;Jl. KH Ahmad Dahlan Cirendeu Ciputat Jakarta;74701362;0
0235;Sarana Solusi Amanah;Komp. Perkantoran Buncit Mas Blok CC-8 Lt. 3 & 4 Jl. Mampang Prapatan Raya No. 108 Jakarta 12760;79180300;7946341
0236;Posyandu Lansia Teratai RW 07 Kel. Cempaka Putih Timur;Jl. Cempaka Putih Timur Raya 49 A Jakarta Pusat;42804007;0
0237;PT. Teknovatus Solusi Sejahtera;Jl. Pahlawan Seribu Lot 12A. BSD Central Business Disyrict Serpong Tangerang;50508868;38668866
0238;Ikatan Karyawan RS Muhammadiyah Komisariat RSIJCP;Jakarta;0;0
0239;Lintas Pengembangan Manajemen Indonesia;Jl. Mampang Prapatan IV No. 63 B Jakarta Selatan;29743441;29743441
024;SD Muhammadiyah 3;Jl. Al-Furqan Rt.004/005 Pondok Cina Beji, Depok;021-78882910;021-78882910
0247;Hj. Farida Marasabessy;Jl. Percetakan Negara XIA No. 18 RT 013 RW05 Rawasari, Cempaka Putih Jakarta Pusat;081343331999;0
025;Pengurus Besar Ikatan Pencak Silat Indonesia;Jl. Taman Mini I, Jakarta 13560;021-8416011;021-8413815
0267;Panti Asuhan Anak Nurul Ilmi Derwati;Bandung Indah Raya Blok A1 No. 3A Cipamokolan Bandung;082117788859;081220738303
027;Docquity;Jl. Kuningan Mulia Lot 9B Rt. 6 Rw 1 Setiabudi Jakarta 12980;021-30436000;082114488827
0270;PT. BJB Cabang Pembantu Fatmawati ;KCP FATMAWATI;0000;0000
0275;Poltekes Yogyakarta;Jl. Tatabumi No. 3 Banyuraden, Gamping Sleman D.I. Yogyakarta;0274 - 617601;0
0276;OMNI Hospital Cikarang;Komp The Oasis Kav. No. 1 Jl. Raya Cikarang Cibarusah Selatan Bekasi;29779999;29779951
0277;Pimpinan Ranting Muhammadiyah Getassrabi Kudus;Kebangsaan RT 02 RW 03 Getassrabi Gebog Kudus;08122552527;081575027260
0278;NIPRO Corporation;3-9-3, Honjo-Nishi, Kita-ku, Osaka 5318510 Japan;81-06-6375-6709;81-06-6375-9050
0279;Laznas Dewan Dawah;Gedung Menara Dawah Lt 1, Jl. Kramat Raya no. 45 Jakarta Pusat;31901233;31901233
028;Rumah Sakit AULIA;Jl. Jeruk Raya No.15 Jagakarsa, Jakarta Selatan;021-7270208;021-7866057
0280;Indonesia Profesional Development Center Training Institute;Rasuna Office Park II /QO-08 Komplek Apartemen Taman Rasuna Jakarta;83786465;83786477
0281;PT Adi Multi Kalibrasi ;Jl. Cendana No 9A Semaki Yogyakarta 55166;(0274) 563515;0
0282;Kemenko. Bidang Perekonomian;Jl. Medan Merdeka Barat No. 7 Jakarta 10110;34832622;34832602
0284;Universitas Muhammadiyah Metro;Jl. Ki Hajar Dewantara No. 116 Iringmulyo Kota Metro;(0725) 42445 -42454;0
0285;PT. Intermedia Digital;Jl. Raya Kalibata No. 8 Jakarta Selatan;79196781;79196781
0286;Lembaga Estetika Medik;Jl. Tebet Raya No. 26A, Jakarta Selatan;83709929;83706965
0287;PT. Kirana Mulia Husada;Ruko Komplek Kedoya Center C3/C4 Jl. Raya Perjuangan Kebon Jeruk Jakarta Barat;22968855;22968855
0288;PT. Solusi Pembayaran Nusantara;Crown Blok J No 07 Green Lake City Tangerang;6504722;6504723
0289;PT. Multi SInar Adamar;Jl. Boulevard Barat Raya, Komplek Kokan Inkopal KTC Blok G No. 23 Kelapa Gading Jakarta;29745760;29745761
029;Laboratorium Mikrobiologi Klinik FK UI;Jl. Pegangsaan Timur 16, Jakarta 10320;021-311922850;021-3100810
0290;Perhimpunan Organisasi Pasien Tuberkulosis Indonesia (POP TB Indonesia);Jl. Rawamangun Muka III RT 006/012 No. 2 Pulo Gadung  Jakarta Timur;081210100933;0
0291;Fachruddin Muthi;Jl. Raya Hankam Gg. Sasak Jikin RT 002 RW 05 Jatimurni Bekasi;0818872494;0
0292;PT Pragma Informatika;Komplek Walikota Jl. Murai I Blok F 3 No. 8 Sukapura Jakarta Utara 14140;08119050707;0
0293;Tirta Pasifik Medikatama;Jl. Jatibening Raya 2 Ruko Jatibening No. 2 Pondok Gede Kota Bekasi;29377758;29377759
0295;Universitas Jember;Jl. Kalimantan No. 37 Jember ;(0331) 333536;0
0296;Universitas Binawan;Kampus Binawan Lobby 2 Lt 1, Jl. Kalibata Raya No. 25-30 Jakarta Timur 13630;80880882;80880882
0298;Pondok Pesantren Al-Miraj;Jl. Raya Cisoka Adiyasa - Perum Indah Regency Blok H2 Tangerang;081348123984;081281688168
0299;SMA Muhammadiyah 14 Jakarta;Jl. Danau Limboto No. 2 Pejompongan Jakarta;5708998;0
030;PT. Granton Marketing (OPTIMO International);Jl. HR. Rasuna Said Kav.B-4, Jakarta 12950;021-5222265;081513801901
0300;HDI Kelapa Gading;Jl. Mandiri Tengah Blok I No. 10 Kelapa Gading Jakarta Utara;22453975;089663157787
03001;Jakarta Eye Center;Jl. Cik Ditiro No. 46 Menteng Jakarta;021-31935600;021-3904601
03002;Badan POM RI;Jl. Percetakan Negara 23 Jakarta;021--4245456;021-4245456
03003;Suara Muhammadiyah;Jl. KH Ahmad Dahlan 43 Yogyakarta;0274-376955;0274-411306
03004;RIFANN SOLUSITAMA, PT;Kp.Lanbau RT.01/RW 08 Jl. Makam Pahlawan Desa Cipanas Cianjur;(0263)515161;(0263)515161
03005;Konicare;Jl. H.R. Rasuna Said Kav. 1 Jakarta;081370338886;081370338886
03006;Pusat Pelatihan Dan Pengembangan Kesehatan Indonesia;Jl. Ceger Raya Sarmili Tangerang Selatan;41356515;7343047
03007;PT. Guna Elektro;Jl. Arjuna Utara 50 Jakarta;5655010;5674630
03008;PT PLN (PERSERO);Jln. Trunojoyo Blok M 1/135 Jakarta;7261875;7221330
03009;CV. Alia Mandiri;Jl. Nanas I Utan Kayu Jakarta;70065729;8575261
0301;Institut Kesehatan Indonesia;Jl. Boulevard Barat Raya, Kelapa Gading Jakarta Utara  ;45858899;0
03010;PT. Megah Medika Pharma;Jl. Dr. Saharjo No. 45 Jakarta;8354773;83704707
03011;PT. Kabita Selaras;Jl. Dr. Saharjo 102 Jakarta;83780007;8294891
03012;PT. Ring Master Pangan Makmur;Jl. Majapahit No. 18-20 Jakarta;3840637;3800896
03013;ProDevice;Jl. Raya pos Pengumben No. 8 Jakarta Barat;5310330;5353585
03014;PT. Sanbe Farma;Jl. Taman Sari no. 10 Bandung;(022) 4207725;(022) 4238476
03015;PT. Merapi Utama Pharma;Jl. Cilosari No. 25 Cikini Jakarta;3141906;3918329
03016;Madu Nusantara;Jl. Tanah Abang II No. 57! Jakarta;3520611;3520212
03017;Mega Medika Mandiri, PT.;Jl. Kelapa Hybrida Raya Blok RB 1 No. 5 Jakarta;4513642;4513652
03018;PT Zurich Topas Life;5th Floor, Permata Bank Tower, Jl. Jend. Sudirman Kav. 27 Jakarta;0;0
03019;PT Pratapa Nirmala (Fahrenheit);Jakarta;0;9
0302;RSGM Univeristas Airlangga;Kampus A, Jl. Mayjen Prof. Dr. Moestopo 47 Surabaya 60132;031-5053196;031-5053196
03020;PT. Enseval Medika Prima;Jl. Pulolentut No. 10 Kawasan Industri Pulogadung Jakarta;46822231;4609048
03021;PT. Tawada Healthcare;Rukan Permata Senayan Blok A No 18-19 Jl. Tentara Pelajar no 5 Jakarta;215794;57941135
03022;PT. Bina Bakti Niaga Perkasa;Jl. Kebon Jeruk I No. 32 Taman Sari Jakarta;2600990;2600951
03023;PT. Dian Langgeng Pratama/Fahrenheit Medical;Jl. Raden Saleh Raya No 4 Jakarta;3146535;3146535
03024;Kimia Farma, PT;Jl. Pulo kambing Kav J No. 15 Jakarta Timur;4608429, 4608430;4608426
03025;PT. Kimia Farma Diagnostika;Jl. Cikini Raya No.2-4 Jakarta Pusat;021 - 29922887;00
03026;PT. Catur Darma Utama;Jakarta;0;0
03027;PT. Intisumber Hasil Sempurna;Komp. Darmo Park II blok IV No 14-15 Surabaya;5672236;5688912
03028;PT. Trio Express Abadi Makmur;Jl. Raya Gandul No. 58 Jakarta;7506623;7506623
03029;PT. Wira Sandi;Jl. Kesehatan No. 16 B-C Cijantung Jakarta;87796143;87792568
0303;Lembaga Penanggulangan Bencana PWM Jawa Tengah;Jl. Singosari Raya No. 33 Semarang ;(024) 8314823;(024) 8417060
03030;PT. Intergastra Nusantara;Jl. P. Jayakarta 24/31 Jakarta;6493880;6298649
03031;Purwa Inti Meditek;Jl. Wijaya 1 Blok F 23 No. 7 Duren Jaya, Bekasi Timur 17111;021-88344682, 085691317233;0
03032;PT. Focus Media Indonesia;Jl. Letjend. S. Parman Kav. 73 Slipi Jakarta;29297729;29297739
03033;PT. Bali Makmur Sejahtera;Jakarta;082112647547;0251-4037535
03034;PT. Aneka Gas Industri;Jl. Dr. Sahardjo No. 83 Manggarai, Tebet Jakarta;57948880;57948881
03035;PT. Sirkulasi Kompas Gramedis;Jl. Palmerah Selatan No. 22-28 lt 2 Jakarta;53679909;53699098
03036;CV Sembilan Saudara;Jl. Kedoya Pesing 33 Kedoya Utara Jakarta Barat;33749380;33749380
03037;PT. Roda Wiyata Nusantara;Jl. Pendidikan Pondok Cabe Depok;7498304;7498345
03038;PT. Terumo Indonesia;Jl. Jend. Sudirman Kav. 3 Jakarta;5724071;5724072
03039;PT. Penta Utama;Jl. Kebun Kacang Raya 31 Jakarta;31991059;31991059
0304;Amerind Bio-Clinic Laboratorium (ABC);Graha Mas Blok C-18 Jl. Raya Pejuangan No. 1 Jakarta Barat 11530;5301390;5485523
03040;P.T. Tempo;Jl. H.R Rauna Said Kav. 3-4 Jakarta;29218888;29209999
03041;PT. Sinar Roda Utama;Jl. Gajah Mada 3-5 Jakarta;6337016;6333007
03042;PT. Andalas Prima Sentosa;Jl. Utan Kayu Raya No. 68 Jakarta;85904726;85909124
03043;PT. 3M Indonesia;JL. TB Simatupang Kav. 88 Jakarta ;29974000;78832171
03044;PT. AMPM Healthcare Indonesia;Jl. Pluit Selatan Raya No 106-107 Jakarta;6625919;66603959
03045;ieq GLOBAL;Jl. Rorotan No 8 Cakung Cilincing Jakarta;44470138;44852339
03046;PT Mega Medika Multianugerah;Jl. Halimun No. 5 Guntur, Jakarta Selatan;8294411;8294191
03047;PT. Sukses Inti Boga;Jl. Jembatan III Barat blok D No 7B Pluit Jakarta;6605406;6693585
03048;PT. Aditya Sarana Graha;Jl. Alaydrus No 83 C Petojo Utara Gambir Jakarta;6344555;63852898
03049;PT. Anugrah Argon Medica;Ruko Bukit Gading Indah Blok H No 26-27 Kelapa Gading Jakarta;45844983;4533279
0305;PT. Sugity Creatives;Kawasan Industri MM2100, Jl. Bali I Blok J No. 17.1-20 Cikarang Barat, Bekasi 17520;8980307;8980270
03050;PT Gracia Pharmindo;Jl Baranang Siang Komp. ITC kosambi Blok G-27 Bandung ;022 4222208;022 4262138
03051;PT. ClarkNCerten Indonesia ;Jl. Buncit Raya No 7 Jakarta;79199266;79198288
03052;PT. Todoma;Jl. Duri Tengah No. 1 Jakarta;6323173;6330180
03053;PT. Novartis Indonesia;Jl. jend. Sudirman Kav 1 Jakarta;2513251;5746271
03054;Ikatan Mahasiswa Muhammadiyah;Jl. Limun 55 Pisangan, Ciputat Tangerang Selatan;085723833871;08176785203
03055;PT. Otsuka Indonesia;Jl. Letjen. T.B. Simatupang Kav. 88 Jakarta;7827660;7827663
03056;PT Indofarma Group.;Jl. dr. Saharjo No. 45 Blok B-86 Jakarta Selatan;021 83781166;021 83796543
03057;PT. Indolab Artha Mediks;Jl. Sunter Paradise Tahap II Blok A No 43 Jakarta;65308478;65308479
03058;PT. Dina Medindo;Jl. Cipinang Muara Raya No 11 Jakarta;8561116;8561168
03059;The Coffee Point;Jl. MT Haryono Kav. 10 Jakarta Timur;68403233;8502406
0306;PT BTL Indonesia;Rukan Permata Senayan E/7, Patal Senayan, Jakarta Selatan 12210;57940873;57948791
03060;CV. Mitra Pratama Medica;Jl. Nanas No 15 Utan Kayu Jakarta;68781868;85903788
03061;CV. Citra Pratama Medica;Jl. Nanas No 15 Utan Kayu Jakarta;68781868;85903788
03062;PT. Jaya Medical Systems;Jl. Cempaka Putih Tengah XVII C No. 7A Jakarta;4247685;4247838
03063;PT. Metropolitan Bayutama;Jakarta;6611034;6618551
03064;PT. Afhel Usaha Abadi;Komplek SBS Blok A8/1 Bekasi;8857516;8857516
03065;PT. Kalbe Farma, Tbk;Jl. Let.Jend. Suprapto 60 A Jakarta;4240173;4240236
03066;PT. Sri Jaya Samudera;Jl. Raya Basmol No 19 Kembangan Utara Jakarta;58358511;58358510
03067;PT. Ayari Persada;Jl. Gading Bukit Raya Kelapa Gading Jakarta;45854992;45854903
03068;PT. Antarmitra Sembada;Jl. Bangunan Barat No 37 Kayu Putih Jakarta;47866180;47866178
03069;PT. Mensa Binasukses;Jl. Pulo Kambing II No 26 Kawasan Pulogadung Jakarta;4605462;46825899
0307;Perkumpulan Promotor Dan Pendidik Kesehatan Masyarakat Indonesia (PPPKMI);Jl. Kesehatan No. 10 Jakarta Pusat;0;pppkmi.dki@gmail.com
03070;PT Gelora Prima Sarana;Ruko Patriot Center Blok A no 6 Jl. Raya Patriot Kranji Bekasi;8856617;88856617
03071;PT. Siemens Indonesia;Jl. T.B. Simatupang Kav. 88 Pasar Minggu Jakarta;27543000;2754333
03072;PT. Kinaskas Pratama (K Pro);Jakarta;0;0
03073;PT. Jaya Utama Anugerah Raya;Jl. Benyamin Sueb Kemayoran Jakarta;26645470;26645523
03074;Natural Hilife;Jl. Kwitang Raya 8 No 408 Jakarta;30253610;3145590
03075;PT. Mitra Meditrans Indonesia;Jl. Duri I No 2A Jakarta;63863571;63854611
03076;PT. Nufarindo Pharmaceutical Laboratories;Jl. Raya Mangkang Kulon KM 16.5 Semarang;(62) (24) 8660006;0
03077;PT. Soho Industri Pharmasi;Jl, Pulo Gadung No 6 Jakarta;4605550;4610474
03078;PT. Roche Indonesia;Artha Graha 21 floor Sudirman Central Business District Lot 25 Jakarta;51400091;51400090
03079;PT. Anugerah Pharmindo Lestari;Jl. Pulolentut Kav. II/E-4 Kawasan Industri Pulogadung Jakarta;4605520;4609343
0308;ONE Communication;Depok Town Square Lt 1 FS 1/19 Depok;08128094198;0
03080;PR Rajawali Nusindo;Jl. Pulo Kambing Raya No 30 Kav. II Blok I.11 Jakarta;4600692;4613501
03081;PT. Bifarma Adiluhung;Plaza Property 3rd floor Pulomas Jakarta;70381283;47860322
03082;PT Global Jaya Medika;Gandaria 8 office tower 11th floor unit A&K Jl Iskandar Muda Jakarta Selatan;29036364;29036358
03083;Majelis Pemberdayaan Masyarakat PCM Rawamangun - Pulogadung;Jl. Persahabatan Raya No 1 Cipinang Jakarta;4712566;0
03084;PT. Interbat;Jakarta;0;0
03085;PT. Dexa Medica;Jakarta;0;0
03086;PT. Abbott Indonesia;Jl. Sultan Iskandar Muda Kav. V-TA Pondok Indah Jakarta;27587888;27587889
03087;PT. Sigma Andalan Nusa;Ruko Mega Grosir Cempaka Mas, Blok M1 No 42-43 Jl. Letjend Suprapto Jakarta;4288361;42883513
03088;PT. Boehringer Ingelheim Indonesia;Jl. Jend. Sudirman Kav. 45-46 Jakarta;5732375;5732383
03089;PT. Mitramed Farma Utama;Jl. Ubud No 8 Mega Kuningan Jakarta;5255628;5261021
0309;PT. Rejeki Mitra Jaya;Jl. Cipinang Indah No. 1 Jatinegara Jakarta Timur;29361198;29361194
03090;PT. Fondaco Mitratama;Jl. Biak No. 38C Jakarta;6326985;63852455
03091;PT. Paramount Bed Indonesia;MM2100 Industrial Town, Blok M-1-1, Cikarang Barat Bekasi;8980715;8980716
03092;iGroup (Asia Pacific) Ltd.;Gajah Mada Tower, Jl. Gajah Mada No 19-26 Jakarta;63853006;0
03093;PT. Karindo Alkestron;Tomang Raya No. 17 Jakarta;5600896;5600906
03094;PT. Barindo Surya Aryatama;Ruko Golden 8, Blok B No. 11 Gading Serpong, Tangerang;29238916;29238917
